03/11/2021,32354.50
03/10/2021,31906.96
03/09/2021,31892.35
03/08/2021,31512.15
03/05/2021,31029.18
03/04/2021,31289.01
03/03/2021,31352.96
03/02/2021,31535.37
03/01/2021,31065.90
02/26/2021,31401.29
02/25/2021,31955.94
02/24/2021,31499.75
02/23/2021,31501.89
02/22/2021,31381.12
02/19/2021,31504.13
02/18/2021,31558.60
02/17/2021,31485.61
02/16/2021,31472.08
02/12/2021,31420.80
02/11/2021,31466.49
02/10/2021,31428.02
02/09/2021,31359.88
